Points,Expansions,PlayerCount,Platform,factionsInGame.1,factionsInGame.2,factionsInGame.3,factionsInGame.4,factionsInGame.5,factionsInGame.6,factionsInGame.7,factionsInGame.8,WinningFaction,Index
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Barony of Letnev"," Sardakk N'orr"," Mentak Coalition"," Nomad"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Xxcha Kingdom",527
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Ral Nel Consortium"," Vuil'raith Cabal"," Empyrean"," Emirates of Hacan"," Sardakk N'orr"," Deepwrought Scholarate","","","Emirates of Hacan",530
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Naaz-Rokha Alliance"," L1Z1X Mindnet"," Last Bastion"," Clan of Saar"," Mentak Coalition"," Naalu Collective","","","Clan of Saar",535
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Barony of Letnev"," Emirates of Hacan"," Empyrean"," Arborec"," Nekro Virus"," Federation of Sol","","","Nekro Virus",547
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nomad"," Arborec"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Firmament"," Ral Nel Consortium","","","Mahact Gene-Sorcerers",554
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yssaril Tribes"," Titans of Ul"," Nekro Virus"," Argent Flight"," Universities of Jol-Nar"," Last Bastion","","","Argent Flight",556
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Deepwrought Scholarate"," Yin Brotherhood"," Embers of Muaat"," Last Bastion"," Barony of Letnev"," Emirates of Hacan","","","Emirates of Hacan",570
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Barony of Letnev"," Nekro Virus"," Yssaril Tribes"," Clan of Saar"," Universities of Jol-Nar"," Xxcha Kingdom","","","Yssaril Tribes",584
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Last Bastion"," Titans of Ul"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Nomad"," Empyrean","","","Last Bastion",592
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Sardakk N'orr"," Winnu"," Last Bastion"," Xxcha Kingdom"," Nomad"," L1Z1X Mindnet","","","Winnu",598
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Mentak Coalition"," Firmament"," Nekro Virus"," L1Z1X Mindnet"," Embers of Muaat"," Deepwrought Scholarate","","","Mentak Coalition",599
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Last Bastion"," Deepwrought Scholarate"," Embers of Muaat"," Sardakk N'orr"," Winnu"," Naalu Collective","","","Deepwrought Scholarate",601
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Last Bastion"," Argent Flight"," Embers of Muaat"," Naalu Collective"," Xxcha Kingdom"," Sardakk N'orr","","","Xxcha Kingdom",604
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Titans of Ul"," Empyrean"," L1Z1X Mindnet"," Universities of Jol-Nar"," Barony of Letnev"," Nomad","","","Titans of Ul",612
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Keleres ~ Xxcha"," Federation of Sol"," Mentak Coalition"," Naalu Collective"," Nomad"," Crimson Rebellion","","","Naalu Collective",620
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Keleres ~ Mentak"," Arborec"," Emirates of Hacan"," Embers of Muaat"," Barony of Letnev"," Crimson Rebellion","","","Keleres ~ Mentak",626
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nomad"," Vuil'raith Cabal"," Arborec"," Federation of Sol"," Universities of Jol-Nar"," Empyrean","","","Federation of Sol",634
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Arborec"," Empyrean"," Naalu Collective"," Nekro Virus"," Mentak Coalition"," Argent Flight","","","Naalu Collective",639
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Winnu"," Naalu Collective"," Naaz-Rokha Alliance"," Titans of Ul"," Ghosts of Creuss"," L1Z1X Mindnet","","","L1Z1X Mindnet",643
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Mentak Coalition"," Embers of Muaat"," Empyrean"," Keleres ~ Argent"," Firmament"," Last Bastion","","","Mentak Coalition",652
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Barony of Letnev"," Titans of Ul"," Universities of Jol-Nar"," Naaz-Rokha Alliance"," Xxcha Kingdom"," Crimson Rebellion","","","Universities of Jol-Nar",656
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Titans of Ul"," Firmament"," Deepwrought Scholarate"," Sardakk N'orr"," Barony of Letnev"," Embers of Muaat","","","Barony of Letnev",663
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Argent Flight"," Xxcha Kingdom"," Naaz-Rokha Alliance"," Deepwrought Scholarate"," Mentak Coalition"," Firmament","","","Mentak Coalition",666
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nomad"," Mentak Coalition"," Ghosts of Creuss"," Empyrean"," Universities of Jol-Nar"," Federation of Sol","","","Mentak Coalition",675
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yin Brotherhood"," Winnu"," Empyrean"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Federation of Sol","","","Yssaril Tribes",680
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Winnu"," Nomad"," Firmament"," Argent Flight"," Mahact Gene-Sorcerers"," Nekro Virus","","","Firmament",681
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Firmament"," Ghosts of Creuss"," Universities of Jol-Nar"," Clan of Saar"," Yssaril Tribes"," Yin Brotherhood","","","Clan of Saar",682
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nekro Virus"," Naaz-Rokha Alliance"," Sardakk N'orr"," Embers of Muaat"," Arborec"," Mahact Gene-Sorcerers","","","Embers of Muaat",688
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Firmament"," Argent Flight"," Nomad"," Barony of Letnev"," Sardakk N'orr"," Xxcha Kingdom","","","Firmament",691
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Argent Flight"," Crimson Rebellion"," Xxcha Kingdom"," Clan of Saar"," Ghosts of Creuss"," Naalu Collective","","","Ghosts of Creuss",693
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Vuil'raith Cabal"," Naalu Collective"," Emirates of Hacan"," Titans of Ul"," Yssaril Tribes"," Deepwrought Scholarate","","","Yssaril Tribes",700
10,"Prophecy of Kings and Thunder's Edge",6,"Async","L1Z1X Mindnet"," Nomad"," Arborec"," Clan of Saar"," Sardakk N'orr"," Mahact Gene-Sorcerers","","","Sardakk N'orr",707
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Emirates of Hacan"," Naaz-Rokha Alliance"," Sardakk N'orr"," Naalu Collective"," Embers of Muaat"," Vuil'raith Cabal","","","Sardakk N'orr",708
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Federation of Sol"," Vuil'raith Cabal"," Titans of Ul"," L1Z1X Mindnet"," Naalu Collective"," Crimson Rebellion","","","Crimson Rebellion",713
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Deepwrought Scholarate"," Sardakk N'orr"," Naaz-Rokha Alliance"," L1Z1X Mindnet"," Mentak Coalition"," Clan of Saar","","","Mentak Coalition",724
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nekro Virus"," Titans of Ul"," Deepwrought Scholarate"," Naalu Collective"," Keleres ~ Argent"," Mahact Gene-Sorcerers","","","Keleres ~ Argent",727
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yin Brotherhood"," Nomad"," Titans of Ul"," Barony of Letnev"," Universities of Jol-Nar"," Sardakk N'orr","","","Titans of Ul",729
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Universities of Jol-Nar"," Naaz-Rokha Alliance"," Winnu"," Naalu Collective"," Mentak Coalition"," Sardakk N'orr","","","Naaz-Rokha Alliance",731
10,"Prophecy of Kings and Thunder's Edge",6,"Async","L1Z1X Mindnet"," Keleres ~ Mentak"," Federation of Sol"," Ral Nel Consortium"," Barony of Letnev"," Vuil'raith Cabal","","","Ral Nel Consortium",735
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Crimson Rebellion"," L1Z1X Mindnet"," Ghosts of Creuss"," Deepwrought Scholarate"," Emirates of Hacan"," Vuil'raith Cabal","","","Deepwrought Scholarate",736
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Mahact Gene-Sorcerers"," Nomad"," Last Bastion"," Deepwrought Scholarate"," Ghosts of Creuss"," Yin Brotherhood","","","Yin Brotherhood",739
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Federation of Sol"," Mentak Coalition"," Firmament"," Universities of Jol-Nar"," Yssaril Tribes"," Mahact Gene-Sorcerers","","","Mahact Gene-Sorcerers",759
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Arborec"," Universities of Jol-Nar"," Last Bastion"," Naalu Collective"," Yin Brotherhood"," Mahact Gene-Sorcerers","","","Naalu Collective",760
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Naaz-Rokha Alliance"," Mentak Coalition"," Deepwrought Scholarate"," Yssaril Tribes"," Embers of Muaat"," Winnu","","","Winnu",762
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nekro Virus"," L1Z1X Mindnet"," Crimson Rebellion"," Clan of Saar"," Argent Flight"," Xxcha Kingdom","","","Crimson Rebellion",764
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Universities of Jol-Nar"," Clan of Saar"," Yssaril Tribes"," Empyrean"," Naalu Collective"," Yin Brotherhood","","","Clan of Saar",765
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Titans of Ul"," Ral Nel Consortium"," Crimson Rebellion"," Winnu"," Barony of Letnev"," Vuil'raith Cabal","","","Titans of Ul",767
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Firmament"," Clan of Saar"," Ral Nel Consortium"," Argent Flight"," Mentak Coalition"," Yssaril Tribes","","","Firmament",770
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Universities of Jol-Nar"," Firmament"," Argent Flight"," Sardakk N'orr"," Ghosts of Creuss"," Nekro Virus","","","Universities of Jol-Nar",772
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Empyrean"," Deepwrought Scholarate"," Crimson Rebellion"," Emirates of Hacan"," Sardakk N'orr"," Firmament","","","Empyrean",777
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Empyrean"," Argent Flight"," Ral Nel Consortium"," Federation of Sol"," Yin Brotherhood"," Crimson Rebellion","","","Ral Nel Consortium",790
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Nomad"," Embers of Muaat"," Clan of Saar"," Arborec"," Yin Brotherhood"," Universities of Jol-Nar","","","Universities of Jol-Nar",803
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yin Brotherhood"," Last Bastion"," Empyrean"," Embers of Muaat"," Mentak Coalition"," Nekro Virus","","","Embers of Muaat",805
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Crimson Rebellion"," Empyrean"," Ral Nel Consortium"," Last Bastion"," Firmament"," Vuil'raith Cabal","","","Vuil'raith Cabal",807
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Vuil'raith Cabal"," Deepwrought Scholarate"," Crimson Rebellion"," Titans of Ul"," Emirates of Hacan"," Clan of Saar","","","Titans of Ul",814
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Ghosts of Creuss"," Federation of Sol"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Emirates of Hacan"," Empyrean","","","Empyrean",818
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Empyrean"," Mahact Gene-Sorcerers"," Barony of Letnev"," Sardakk N'orr"," Nekro Virus"," Ghosts of Creuss","","","Nekro Virus",819
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Arborec"," Argent Flight"," Titans of Ul"," Xxcha Kingdom"," Embers of Muaat"," Vuil'raith Cabal","","","Vuil'raith Cabal",820
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Barony of Letnev"," Arborec"," Nekro Virus"," Sardakk N'orr"," Universities of Jol-Nar"," Emirates of Hacan","","","Arborec",821
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Mahact Gene-Sorcerers"," Federation of Sol"," Titans of Ul"," Ghosts of Creuss"," Embers of Muaat"," Yssaril Tribes","","","Titans of Ul",823
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Emirates of Hacan"," Yin Brotherhood"," Barony of Letnev"," Nomad"," Firmament"," Ral Nel Consortium","","","Emirates of Hacan",829
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yssaril Tribes"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Last Bastion"," Sardakk N'orr"," Ral Nel Consortium","","","Ral Nel Consortium",832
10,"Prophecy of Kings and Thunder's Edge",6,"Async","L1Z1X Mindnet"," Vuil'raith Cabal"," Mahact Gene-Sorcerers"," Barony of Letnev"," Universities of Jol-Nar"," Emirates of Hacan","","","Mahact Gene-Sorcerers",838
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Vuil'raith Cabal"," Universities of Jol-Nar"," Empyrean"," Nomad"," Emirates of Hacan"," Federation of Sol","","","Vuil'raith Cabal",839
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Deepwrought Scholarate"," Empyrean"," Winnu"," Crimson Rebellion"," Argent Flight"," Firmament","","","Empyrean",842
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Naalu Collective"," Keleres ~ Mentak"," Firmament"," Xxcha Kingdom"," Sardakk N'orr"," Barony of Letnev","","","Keleres ~ Mentak",852
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Ghosts of Creuss"," Naaz-Rokha Alliance"," Deepwrought Scholarate"," Barony of Letnev"," Firmament"," Sardakk N'orr","","","Barony of Letnev",853
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Vuil'raith Cabal"," Federation of Sol"," Barony of Letnev"," Titans of Ul"," Nomad"," Argent Flight","","","Vuil'raith Cabal",857
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Firmament"," Naaz-Rokha Alliance"," Embers of Muaat"," Barony of Letnev"," Universities of Jol-Nar"," Deepwrought Scholarate","","","Deepwrought Scholarate",859
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Firmament"," Naaz-Rokha Alliance"," Nekro Virus"," Last Bastion"," Yin Brotherhood"," Keleres ~ Mentak","","","Naaz-Rokha Alliance",864
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Barony of Letnev"," Nomad"," L1Z1X Mindnet"," Vuil'raith Cabal"," Mentak Coalition"," Yin Brotherhood","","","L1Z1X Mindnet",877
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Empyrean"," Emirates of Hacan"," Firmament"," Federation of Sol"," Barony of Letnev"," Yin Brotherhood","","","Empyrean",880
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Sardakk N'orr"," Winnu"," Crimson Rebellion"," Federation of Sol"," Yin Brotherhood"," Embers of Muaat","","","Crimson Rebellion",884
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Vuil'raith Cabal"," Last Bastion"," Ral Nel Consortium"," Universities of Jol-Nar"," Naalu Collective"," Keleres ~ Mentak","","","Last Bastion",886
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Mahact Gene-Sorcerers"," Firmament"," Arborec"," Crimson Rebellion"," Mentak Coalition"," Clan of Saar","","","Mahact Gene-Sorcerers",889
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yin Brotherhood"," Nekro Virus"," Titans of Ul"," Ral Nel Consortium"," Mahact Gene-Sorcerers"," Argent Flight","","","Mahact Gene-Sorcerers",891
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Empyrean"," Universities of Jol-Nar"," Last Bastion"," Crimson Rebellion"," Mentak Coalition"," Argent Flight","","","Argent Flight",892
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Federation of Sol"," Clan of Saar"," Mahact Gene-Sorcerers"," Barony of Letnev"," Nekro Virus"," Ral Nel Consortium","","","Federation of Sol",894
10,"Prophecy of Kings and Thunder's Edge",6,"Async","Yin Brotherhood"," Keleres ~ Xxcha"," Mahact Gene-Sorcerers"," Clan of Saar"," Mentak Coalition"," Deepwrought Scholarate","","","Deepwrought Scholarate",895
